Throws,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,W,L,ERA,G,GS,QS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Pitches,Balls,Strikes,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,CFraming,Starting,Start-IP,Relieving,Relief-IP,RAR,WAR,Dollars,RA9-Wins,LOB-Wins,BIP-Wins,BS-Wins,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,Games,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,K-BB%,SIERA,kwERA,RS/9,E-F,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xERA,pb_o_CH,pb_s_CH,pb_c_CH,pb_o_CU,pb_s_CU,pb_c_CU,pb_o_FF,pb_s_FF,pb_c_FF,pb_o_SI,pb_s_SI,pb_c_SI,pb_o_SL,pb_s_SL,pb_c_SL,pb_o_KC,pb_s_KC,pb_c_KC,pb_o_FC,pb_s_FC,pb_c_FC,pb_o_FS,pb_s_FS,pb_c_FS,pb_overall,pb_stuff,pb_command,pb_xRV100,pb_ERA,sp_s_CH,sp_l_CH,sp_p_CH,sp_s_CU,sp_l_CU,sp_p_CU,sp_s_FF,sp_l_FF,sp_p_FF,sp_s_SI,sp_l_SI,sp_p_SI,sp_s_SL,sp_l_SL,sp_p_SL,sp_s_KC,sp_l_KC,sp_p_KC,sp_s_FC,sp_l_FC,sp_p_FC,sp_s_FS,sp_l_FS,sp_p_FS,sp_s_FO,sp_l_FO,sp_p_FO,sp_stuff,sp_location,sp_pitching,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TIP,PlayerNameRoute,PlayerName,positionDB,position,TeamName,TeamNameAbb,teamid,playerTeamId,playerid,EV90
R,112388,Roger Clemens,BOS,1990,27.0,27 - 27,1990,1990,21.0,6.0,1.9313867752682528,31.0,31.0,27.0,7.0,4.0,0.0,,228.1,920.0,193.0,59.0,49.0,7.0,54.0,3.0,7.0,8.0,0.0,209.0,,,,,,,,,,,,8.23795583736867,2.1284670584588907,3.87037037,7.6072989311586285,0.27591239646689325,0.22467986030267753,1.0817517766241689,0.2892690513219285,0.7985258,2.177642110742473,,,,,,,,,0.29347826,,68.822265625,228.10000610351562,,,68.822265625,8.155840873718262,,9.231951713562012,1.2729227542877197,-0.19681188464164734,1.07611083984375,,,6.9422502517700195,-13.318320274353027,20.26057243347168,55.725502014160156,5.747976779937744,1.1299262046813965,1.0189769268035889,0.8744709491729736,1.3322583436965942,24.0,31.0,4.651226043701172,1.492759486510967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,46.98864934830518,54.946235339962854,,0.22717391,0.05869565,0.16847826,,2.588145274701326,,-0.2462553354742203,,,,,,,,,,,,,,145.58643304951613,62.548131548812925,232.75904975080923,85.7247585270224,34.450357830246226,88.27660845100935,79.3006914820079,101.7842356747295,111.41822407029322,154.55309611252554,66.40046673290412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.40947,162.0,228.33334350585938,Roger Clemens,Roger Clemens,P,P,BOS,BOS,3,,815,
R,114947,Dwight Gooden,NYM,1990,25.0,25 - 25,1990,1990,19.0,7.0,3.829512810266865,34.0,34.0,20.0,2.0,1.0,0.0,,232.2,983.0,229.0,106.0,99.0,10.0,70.0,3.0,7.0,6.0,3.0,223.0,,,,,,,,,,,,8.62607430999506,2.7077363304917226,3.18571429,8.858165995465779,0.38681947578453185,0.25275938189845476,1.2851002584397224,0.32540861812778604,0.68493151,2.4429695120449013,,,,,,,,,0.30824008,,58.387569427490234,232.1999969482422,,,58.387569427490234,6.787654399871826,,2.651577949523926,-1.423900842666626,-2.7121753692626953,-4.1360764503479,,,0.47666195034980774,-17.839670181274414,18.31633186340332,4.865199565887451,0.5066766738891602,1.0508792400360107,0.9222807288169861,0.8742764592170715,0.9924687743186951,32.0,34.0,0.7287130355834961,-0.2751290915962937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,104.53627064273302,65.62044665073856,,0.22685656,0.07121058,0.15564598,,2.7421326248716125,,1.3865432982219636,,,,,,,,,,,,,,149.22236896123644,84.05948448562974,177.51996597872355,101.12557890775551,49.1156233810726,100.72724173492584,96.53709931474742,115.67899862318356,95.5183614494651,150.34835112675898,84.69377474633009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.43621,162.0,232.6666717529297,Dwight Gooden,Dwight Gooden,P,P,NYM,NYM,25,,1004852,
R,115446,Erik Hanson,SEA,1990,25.0,25 - 25,1990,1990,18.0,9.0,3.241525633312525,33.0,33.0,23.0,5.0,1.0,0.0,,236.0,964.0,205.0,88.0,85.0,15.0,68.0,6.0,2.0,10.0,1.0,211.0,,,,,,,,,,,,8.046610689752267,2.59322050665002,3.10294118,7.81779711563609,0.5720339352904455,0.22930648769574943,1.1567797358095677,0.2844311377245509,0.73622047,2.7362651139900143,,,,,,,,,0.30497925,,58.25840377807617,236.0,,,58.25840377807617,6.631039619445801,,5.891451835632324,-0.815657377243042,0.0760691836476326,-0.73958820104599,,,3.5390899181365967,-13.620162010192871,17.159252166748047,23.41840171813965,2.5194947719573975,0.9693285822868347,0.9234830141067505,0.8719090819358826,1.2426713705062866,28.0,33.0,2.7804343700408936,0.8706391491028369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,80.85235385116944,68.55182115565658,,0.21887967,0.07053942,0.14834025,,2.8298014175842416,,0.5052605193225106,,,,,,,,,,,,,,142.20485901916746,76.20559441613622,186.6068542578313,88.09681018399057,71.42402448802035,90.09440811617166,84.80081560702065,100.08193349093509,102.72476821648414,148.91027723540458,79.79893203448674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.45679,162.0,235.99998474121094,Erik Hanson,Erik Hanson,P,P,SEA,SEA,11,,1005333,
L,123732,Frank Viola,NYM,1990,30.0,30 - 30,1990,1990,20.0,12.0,2.667556851011181,35.0,35.0,25.0,7.0,3.0,0.0,,249.2,1016.0,227.0,83.0,74.0,15.0,60.0,2.0,2.0,11.0,0.0,182.0,,,,,,,,,,,,6.560747930865337,2.162883933252309,3.03333333,8.182910880804569,0.5407209833130773,0.2379454926624738,1.149532757117431,0.2800528401585205,0.76865672,2.876389807443791,,,,,,,,,0.25295276,,51.11412048339844,249.1999969482422,,,51.11412048339844,5.786524295806885,,6.514229774475098,0.7448025941848755,-0.017097292467951775,0.7277052998542786,,,3.3450839519500732,-15.398469924926758,18.743555068969727,39.5447998046875,4.2473955154418945,0.9948689937591553,0.8957944512367249,0.8739885687828064,1.094185709953308,28.0,35.0,3.6234636306762695,-0.2611275111128988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,72.81773393852387,77.25676141086582,,0.17913386,0.05905512,0.12007874,,3.168939523246345,,-0.20883295643261013,,,,,,,,,,,,,,113.49430960348595,67.14498246526965,169.02872696767537,93.41680889650364,68.6569571420487,94.82375284798695,86.35322980491489,99.55554434146649,107.19441197591348,118.72030530020676,70.2367672296267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.54115,162.0,249.66665649414062,Frank Viola,Frank Viola,P,P,NYM,NYM,25,,1013435,
R,124223,Ed Whitson,SDP,1990,35.0,35 - 35,1990,1990,14.0,9.0,2.5976677540445023,32.0,32.0,27.0,6.0,3.0,0.0,,228.2,918.0,215.0,73.0,66.0,13.0,47.0,8.0,1.0,2.0,0.0,127.0,,,,,,,,,,,,4.998542496418967,1.8498543096983577,2.70212766,8.462099501811636,0.511661830342099,0.2471264367816092,1.1457726457233326,0.27671232876712326,0.77614379,3.06631652114212,,,,,,,,,0.2037037,,46.03187942504883,228.1999969482422,,,46.03187942504883,5.2001633644104,,6.788518905639648,1.3913952112197876,0.19696033000946045,1.588355541229248,,,2.8253819942474365,-13.939468383789062,16.764854431152344,31.361299514770508,3.4047272205352783,0.975372314453125,0.8923942446708679,0.8732812404632568,1.2364922761917114,26.0,32.0,2.8721983432769775,0.02452319821108606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,67.75168790288375,78.64455739167144,,0.13834423,0.05119826,0.08714597,,3.564132771149181,,-0.4686487670976178,,,,,,,,,,,,,,86.46973418774988,57.42723096621678,150.57270275443042,96.60405001822672,64.96722975642305,98.48245453770117,86.07076916053894,98.36803119301501,108.23853541638331,91.68712676997556,60.89226778738476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.41152,162.0,228.66665649414062,Ed Whitson,Ed Whitson,P,P,SDP,SDP,29,,1013911,
R,121597,Nolan Ryan,TEX,1990,43.0,43 - 43,1990,1990,13.0,9.0,3.4411764705882355,30.0,30.0,17.0,5.0,2.0,0.0,,204.0,818.0,137.0,86.0,78.0,18.0,74.0,2.0,7.0,9.0,1.0,232.0,,,,,,,,,,,,10.235294117647058,3.264705882352941,3.13513514,6.044117647058823,0.7941176470588235,0.18588873812754408,1.0343137254901962,0.24435318275154005,0.6846473,2.872024507148593,,,,,,,,,0.39608802,,46.28664016723633,204.0,,,46.28664016723633,5.181433200836182,,3.720825433731079,-3.1644885540008545,1.7038809061050415,-1.4606075286865234,,,1.4254801273345947,-12.531707763671875,13.95718765258789,14.561100006103516,1.5381853580474854,0.9539064168930054,0.9263429045677185,0.874013364315033,1.3918559551239014,25.0,30.0,2.1496808528900146,-0.6553202928913042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,87.91939076486962,73.3493717298367,,0.28361858,0.09046455,0.19315403,,2.2920359943781623,,0.5691519634396425,,,,,,,,,,,,,,180.88467469581593,95.93817869347076,188.5429571596723,68.10965764482174,99.15334523134516,73.03559530894842,75.82311895680016,85.979823376866,95.5287690071069,192.95406426613388,102.3395760827521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.25926,162.0,204.0,Nolan Ryan,Nolan Ryan Jr.,P,P,TEX,TEX,13,,1011348,
R,118120,Greg Maddux,CHC,1990,24.0,24 - 24,1990,1990,15.0,15.0,3.4556962025316458,35.0,35.0,22.0,8.0,2.0,0.0,,237.0,1011.0,242.0,116.0,91.0,11.0,71.0,10.0,4.0,3.0,3.0,144.0,,,,,,,,,,,,5.468354430379747,2.6962025316455698,2.02816901,9.189873417721518,0.4177215189873418,0.25854700854700857,1.3206751054852321,0.29577464788732394,0.66644562,3.1458517595685485,,,,,,,,,0.22354105,,45.685089111328125,237.0,,,45.685089111328125,5.118382453918457,,2.907846689224243,-1.2178517580032349,-0.9926840662956238,-2.210535764694214,,,0.42528802156448364,-17.706777572631836,18.132070541381836,5.047398567199707,0.4985171854496002,1.0370389223098755,0.9432052969932556,0.8585314154624939,1.2549852132797241,27.0,35.0,1.6774474382400513,-1.2673490201235862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,86.29146684652008,80.86168281191377,,0.14243323,0.0702275,0.07220574,,3.7434155624061383,,0.3098444429630973,,,,,,,,,,,,,,94.5970059028399,83.70142702846496,113.01719556572891,104.91237914617746,53.03934803991136,103.0336711308269,99.20949200923572,105.14446508080604,92.9403792152729,94.39710177724074,83.52455345035985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.46296,162.0,237.0,Greg Maddux,Greg Maddux,P,P,CHC,CHC,17,,104,
R,124492,Bobby Witt,TEX,1990,26.0,26 - 26,1990,1990,17.0,10.0,3.364864662496441,33.0,32.0,20.0,7.0,1.0,0.0,,222.0,954.0,197.0,98.0,83.0,12.0,110.0,3.0,4.0,11.0,2.0,221.0,,,,,,,,,,,,8.959458920623053,4.459459191260343,2.00909091,7.986486006166252,0.4864864572284011,0.23452380952380952,1.382882799714066,0.30477759472817134,0.72399728,3.060551254033908,,,,,,,,,0.35953878,,45.13225173950195,217.10000610351562,0.45883965492248535,4.199999809265137,45.59109139442444,5.042868096381426,,3.522175207734108,-0.5588009525090456,-0.9618920534849167,-1.5206930041313171,,,1.6521361377090216,-16.00099016726017,17.653121784329414,9.800499886274338,0.9098931178450584,1.0394299765975457,0.9324058822669317,0.8767454479679917,0.8938319683074951,25.0,33.0,0.9794115647673607,0.6100520594366468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,85.96968323520919,78.16595179129666,,0.23165618,0.11530398,0.1163522,,3.213657990041769,,0.3043134084625332,,,,,,,,,,,,,,158.3372977541739,131.04775994676362,120.82411917862362,89.99772331199448,60.74258621829694,92.1442913391633,101.37590214839156,107.24118044576221,101.01926755128447,157.6025167426308,130.4396156313248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.37037,162.0,222.00001335144043,Bobby Witt,Bobby Witt,P,P,TEX,TEX,13,,1014170,
R,112552,David Cone,NYM,1990,27.0,27 - 27,1990,1990,14.0,10.0,3.2314962182951783,31.0,30.0,19.0,6.0,2.0,0.0,,211.2,860.0,177.0,84.0,76.0,21.0,65.0,1.0,1.0,10.0,4.0,233.0,,,,,,,,,,,,9.907087090299692,2.763779660384034,3.58461538,7.525984613661139,0.8929134287394572,0.22292191435768263,1.143307141560575,0.28888888888888886,0.74438202,2.8319210653318656,,,,,,,,,0.37093023,,44.24543762207031,210.1999969482422,0.006777809001505375,1.0,44.25221543107182,5.021809241210576,,3.810896560549736,-0.7747049629688263,-0.43620783649384975,-1.2109128013253212,,,1.6915179807692766,-13.785551889799535,15.477068200707436,19.012398898601532,2.1127859801054,0.9647305628505255,0.8927456977170541,0.864187075245765,1.2384666204452515,24.0,31.0,2.0455672591924667,-0.2922093311806444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,88.21189012634021,76.06288035431524,,0.27093023,0.0755814,0.19534884,,2.2656983586244808,,0.3995751529633127,,,,,,,,,,,,,,171.38259560398447,85.79930433683005,199.7482335813841,85.91728257259025,113.37588312719365,88.83670068689943,85.88555978200372,102.69665742813119,103.80914068310638,179.55801459385944,89.89217257917196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.30658,162.0,211.66665649414062,David Cone,David Cone,P,P,NYM,NYM,25,,1680,
R,118378,Ramon Martinez,LAD,1990,22.0,22 - 22,1990,1990,20.0,6.0,2.918919172342372,33.0,33.0,23.0,12.0,3.0,0.0,,234.1,950.0,191.0,89.0,76.0,22.0,67.0,5.0,4.0,3.0,3.0,223.0,,,,,,,,,,,,8.56472336095196,2.5732576914070915,3.32835821,7.335704762070962,0.8449502867306867,0.21729237770193402,1.1009958281642283,0.2665615141955836,0.7482699,3.034472578552143,,,,,,,,,0.32842105,,43.664676666259766,234.10000610351562,,,43.664676666259766,4.883827209472656,,4.8591227531433105,-0.7618505358695984,0.7371463179588318,-0.024704234674572945,,,2.9698262214660645,-14.602755546569824,17.572582244873047,21.754199981689453,2.259127140045166,0.9939988851547241,0.9346648454666138,0.8656666874885559,1.4781333208084106,21.0,33.0,2.151425838470459,0.8363302504146777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,78.70761436401571,81.87901279236019,,0.23473684,0.07052632,0.16421053,,2.639358089346635,,-0.11555340620977095,,,,,,,,,,,,,,148.1610595375947,79.88470389547888,185.46862116015694,83.74503154947914,107.28585983067308,86.59327179686113,82.70712180671318,94.75953406223461,104.35133113570292,155.57097836549914,83.87995042560631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.4465,162.0,234.33331298828125,Ramon Martinez,Ramon Martinez,P,P,LAD,LAD,22,,1008193,
