Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
L,112431.0,Ty Cobb,DET,1918,31.0,31 - 31,1918,1918,111.0,421.0,473.0,161.0,125.0,19.0,14.0,3.0,83.0,64.0,41.0,,21.0,2.0,,9.0,,34.0,,0.382422802,,,,,,,,,,,0.086680761,0.044397463,1.952380952,0.439655172,0.515439429,0.955094601,0.133016627,0.397984886,,,,,,,,,0.13742072,0.45862222539967507,44.10695705698106,90.06773401932094,40.51620181040141,-1.0,12.488611344248056,-2.765211582183838,2.0279293209314346,,-3.765211582183838,43.9497704519448,54.701099534940454,6.517976165831346,6.517976165831346,,3.4335686415433884,7.414589941684015,182.12057979311368,3.4335686415433884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.8965413200798,100.28843078616822,68.11201338372469,132.68947111422472,155.33168257035214,186.04583957192983,142.6722952257773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.6953125,128.0,473.0,Ty Cobb,Ty Cobb,OF,OF,1002378,DET,DET,6,,0.0,
L,122280.0,George Sisler,SLB,1918,25.0,25 - 25,1918,1918,114.0,452.0,506.0,154.0,122.0,21.0,9.0,2.0,69.0,41.0,40.0,,17.0,5.0,,9.0,,45.0,,0.340707964,,,,,,,,,,,0.079051383,0.033596837,2.352941176,0.400402414,0.440265486,0.8406679,0.099557522,0.35103926,,,,,,,,,0.11660079,0.4078500244459156,30.288603847460767,79.4559466443825,26.267072310285588,12.0,13.359909810125828,-3.4578542709350586,2.169412761926651,,8.542145729064941,31.92067926711025,55.992147568227665,6.4268085643020205,6.4268085643020205,,5.65360695682466,7.188800348210174,149.7674713162175,5.65360695682466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.87300561070165,91.46134691349073,51.54231924006146,120.84285123914987,132.67742991783,139.24772552074165,125.84291188022252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.11382114,123.0,506.0,George Sisler,George Sisler,1B,1B,1012021,SLB,SLB,2,,0.0,
L,122566.0,Tris Speaker,CLE,1918,30.0,30 - 30,1918,1918,127.0,471.0,549.0,150.0,106.0,33.0,11.0,0.0,73.0,61.0,64.0,,9.0,3.0,,11.0,,27.0,,0.318471337,,,,,,,,,,,0.116575591,0.016393442,7.111111111,0.403345724,0.435244161,0.838589885,0.116772824,0.324675324,,,,,,,,,0.13296903,0.4073081519523961,32.66689277196978,86.01248802001332,26.42446240539406,6.0,14.495238114148378,-3.1358025074005127,2.353769972920418,,2.8641974925994873,28.357839613582236,48.07104519325052,5.598557958194227,5.598557958194227,,1.9333772081881762,6.754035516091088,146.14431868663937,1.9333772081881762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.33145531652048,134.8763318928425,25.149868155964555,121.73115250818445,131.16421455808197,163.3261838782395,116.39179101452837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.25581395,129.0,549.0,Tris Speaker,Tristram Speaker,OF,OF,1012309,CLE,CLE,5,,0.0,
L,116087.0,Charlie Hollocher,CHC,1918,22.0,22 - 22,1918,1918,131.0,509.0,586.0,161.0,130.0,23.0,6.0,2.0,72.0,38.0,47.0,,30.0,4.0,,26.0,,26.0,,0.316306483,,,,,,,,,,,0.080204778,0.051194539,1.566666666,0.378571428,0.396856581,0.775428009,0.080550098,0.333333333,,,,,,,,,0.13481229,0.378848948436124,23.900749669117083,80.84158539835845,20.036664352459063,-1.0,15.472148515284061,8.086420059204102,1.6756608625873923,,7.086420059204102,21.60973529767727,45.843964734752824,5.46563954241464,5.46563954241464,,1.5730709452182055,5.66536712803948,133.88022645244732,1.5730709452182055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.10470537553077,115.6378235648952,76.713529311472,118.73279553692058,117.62634312768667,105.7043444907507,119.51849266604435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.47328244,131.0,586.0,Charlie Hollocher,Charlie Hollocher,SS,SS,1005964,CHC,CHC,17,,0.0,
R,111746.0,George Burns,PHA,1918,25.0,25 - 25,1918,1918,130.0,505.0,544.0,178.0,141.0,22.0,9.0,6.0,61.0,70.0,23.0,,25.0,8.0,,8.0,,8.0,,0.352475247,,,,,,,,,,,0.042279411,0.045955882,0.92,0.389925373,0.467326732,0.857252105,0.114851485,0.362869198,,,,,,,,,0.09926471,0.41448938646423283,34.93856094906435,87.79831288883791,30.049323783613303,5.0,14.363223195075989,-4.04938268661499,2.3323330879211426,,0.9506173133850098,28.202739217675784,45.848912814057925,5.353353590156323,5.353353590156323,,-1.846584565937519,5.143203635344915,152.95661603393137,-1.846584565937519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3930634220938,48.91668848815783,70.50284944986323,117.6808435620696,140.83254696385293,160.6388722584877,130.08378751698885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.18461538,130.0,544.0,George Burns,George Burns,1B,1B,1001709,PHA,PHA,10,,0.0,
L,121578.0,Babe Ruth,BOS,1918,23.0,23 - 23,1918,1918,95.0,317.0,380.0,95.0,47.0,26.0,11.0,11.0,50.0,66.0,58.0,,58.0,2.0,,3.0,,6.0,,0.299684542,,,,,,,,,,,0.152631578,0.152631578,1.0,0.411140583,0.555205047,0.96634563,0.255520505,0.338709677,,,,,,,,,0.33421053,0.4608290331433243,35.98626369998334,72.91035512850164,35.12230256960271,1.0,10.03313384950161,-3.0185184478759766,1.6292032599449158,,-2.0185184478759766,34.17820636012135,43.8220250216919,5.187783604494576,5.187783604494576,,-0.9440962094813585,5.444005352450639,188.6102180579589,-0.9440962094813585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1150571479056,176.59260566524836,234.15851674936965,124.0836682614165,167.31536097146622,357.3878540805917,121.42292014770548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.01587302,126.0,380.0,Babe Ruth,Babe Ruth,OF,OF,1011327,BOS,BOS,3,,0.0,
R,115179.0,Heinie Groh,CIN,1918,28.0,28 - 28,1918,1918,126.0,493.0,567.0,158.0,126.0,28.0,3.0,1.0,86.0,37.0,54.0,,24.0,7.0,,13.0,,11.0,,0.320486815,,,,,,,,,,,0.095238095,0.042328042,2.25,0.395306859,0.395537525,0.790844384,0.07505071,0.335470085,,,,,,,,,0.13932981,0.38790207477252836,26.501623125113497,81.59625428292895,26.236406096555243,-2.0,14.970491822808981,3.8888888359069824,1.621330561581999,,1.8888888359069824,24.68924730207766,43.16995852237562,5.166747001558843,5.166747001558843,,-1.547158794477582,4.820110004312443,145.85004676209158,-1.547158794477582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.70523493290911,137.31259285159703,63.42734115965413,123.98159235617034,117.23538140224503,98.48760338088515,120.28463680153396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.39534884,129.0,567.0,Heinie Groh,Heinie Groh,3B,3B,1005078,CIN,CIN,18,,0.0,
L,116127.0,Harry Hooper,BOS,1918,30.0,30 - 30,1918,1918,126.0,474.0,569.0,137.0,97.0,26.0,13.0,1.0,81.0,44.0,75.0,,25.0,4.0,,16.0,,24.0,,0.289029535,,,,,,,,,,,0.131810193,0.043936731,3.0,0.390596745,0.405063291,0.795660036,0.116033756,0.303571428,,,,,,,,,0.17750439,0.38949351435759616,27.19062703509791,82.47959551622137,25.89695892144902,6.0,15.023297790437937,-6.222222328186035,2.4395175129175186,,-0.22222232818603516,27.170221273200347,44.41081424836977,5.16367747366332,5.16367747366332,,1.2732623517513275,6.861225345086982,143.63358768994073,1.2732623517513275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02224765052308,152.50255379728355,67.40518506449595,117.88346598362706,122.0689745458223,162.29247456187903,108.8263246200932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.51587302,126.0,569.0,Harry Hooper,Harry Hooper,OF,OF,1006002,BOS,BOS,3,,0.0,
R,116156.0,Rogers Hornsby,STL,1918,22.0,22 - 22,1918,1918,115.0,416.0,466.0,117.0,82.0,19.0,11.0,5.0,51.0,60.0,40.0,,43.0,3.0,,7.0,,8.0,,0.28125,,,,,,,,,,,0.085836909,0.092274678,0.930232558,0.348583877,0.415865384,0.764449261,0.134615384,0.304347826,,,,,,,,,0.1888412,0.37160513162093484,16.786413175598124,62.06700950636004,15.434410480395297,10.0,12.303790457546711,6.60493803024292,1.3325221193954349,,16.60493803024292,14.529625191897491,44.77087579908256,5.131207987358741,5.131207987358741,,-0.9047852884978056,5.71262535742471,132.81879467999573,-0.9047852884978056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6825807167159,123.75812994953948,138.27092408156346,109.3276859639499,123.26045905563849,176.65317954163993,109.1255803382482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.55725191,131.0,466.0,Rogers Hornsby,Rogers Hornsby,2B,2B,1006030,STL,STL,28,,0.0,
L,121497.0,Edd Roush,CIN,1918,25.0,25 - 25,1918,1918,113.0,435.0,492.0,145.0,112.0,18.0,10.0,5.0,61.0,62.0,22.0,,10.0,2.0,,33.0,,24.0,,0.333333333,,,,,,,,,,,0.044715447,0.020325203,2.2,0.368191721,0.455172413,0.823364134,0.12183908,0.333333333,,,,,,,,,0.07520325,0.3973916293748843,26.06660681031622,73.87358834408201,25.836471399292126,0.0,12.990268036723137,-2.790123462677002,1.4068688470870256,,-2.790123462677002,27.911265050992146,39.5182784721253,4.6952578535573934,4.6952578535573934,,2.07479365170002,6.894946028037159,152.03392593913904,2.07479365170002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.62379924033579,64.46993682610058,30.456726177417455,115.47736858757315,134.91086956120077,159.8870815123792,119.51849266604435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.81395349,129.0,492.0,Edd Roush,Edd Roush,OF,OF,1011247,CIN,CIN,18,,0.0,
