Bats,xMLBAMID,Name,Team,Season,Age,AgeR,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,CFraming,Defense,Offense,RAR,WAR,WAROld,Dollars,BaseRunning,Spd,wRC+,wBsR,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,C+SwStr%,Pull,Cent,Oppo,Soft,Med,Hard,bipCount,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,UBR,GDPRuns,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD%+,GB%+,FB%+,HRFB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,xwOBA,xAVG,xSLG,XBR,PPTV,CPTV,BPTV,DSV,DGV,BTV,rPPTV,rCPTV,rBPTV,rDSV,rDGV,rBTV,EBV,ESV,rFTeamV,rBTeamV,rTV,BReview,BOverturned,BCorrect%,wBReview,PReview,POverturned,PCorrect%,wPReview,CReview,COverturned,CCorrect%,wCReview,AsCReview,AsCOverturned,AsCCorrect%,wAsCReview,pfxFA%,pfxFT%,pfxFC%,pfxFS%,pfxFO%,pfxSI%,pfxSL%,pfxCU%,pfxKC%,pfxEP%,pfxCH%,pfxSC%,pfxKN%,pfxUN%,pfxSLO%,pfxST%,pfxCUO%,pfxCV%,pfxvFA,pfxvFT,pfxvFC,pfxvFS,pfxvFO,pfxvSI,pfxvSL,pfxvCU,pfxvKC,pfxvEP,pfxvCH,pfxvSC,pfxvKN,pfxvSLO,pfxvST,pfxvCUO,pfxvCV,pfxFA-X,pfxFT-X,pfxFC-X,pfxFS-X,pfxFO-X,pfxSI-X,pfxSL-X,pfxCU-X,pfxKC-X,pfxEP-X,pfxCH-X,pfxSC-X,pfxKN-X,pfxSLO-X,pfxST-X,pfxCUO-X,pfxCV-X,pfxFA-Z,pfxFT-Z,pfxFC-Z,pfxFS-Z,pfxFO-Z,pfxSI-Z,pfxSL-Z,pfxCU-Z,pfxKC-Z,pfxEP-Z,pfxCH-Z,pfxSC-Z,pfxKN-Z,pfxSLO-Z,pfxST-Z,pfxCUO-Z,pfxCV-Z,pfxwFA,pfxwFT,pfxwFC,pfxwFS,pfxwFO,pfxwSI,pfxwSL,pfxwCU,pfxwKC,pfxwEP,pfxwCH,pfxwSC,pfxwKN,pfxwSLO,pfxwST,pfxwCUO,pfxwCV,pfxwFA/C,pfxwFT/C,pfxwFC/C,pfxwFS/C,pfxwFO/C,pfxwSI/C,pfxwSL/C,pfxwCU/C,pfxwKC/C,pfxwEP/C,pfxwCH/C,pfxwSC/C,pfxwKN/C,pfxwSLO/C,pfxwST/C,pfxwCUO/C,pfxwCV/C,pfxaaFA,pfxaaFT,pfxaaFC,pfxaaFS,pfxaaFO,pfxaaSI,pfxaaSL,pfxaaCU,pfxaaKC,pfxaaEP,pfxaaCH,pfxaaSC,pfxaaKN,pfxaaSLO,pfxaaST,pfxaaCUO,pfxaaCV,pfxspFA,pfxspFT,pfxspFC,pfxspFS,pfxspFO,pfxspSI,pfxspSL,pfxspCU,pfxspKC,pfxspEP,pfxspCH,pfxspSC,pfxspKN,pfxspSLO,pfxspST,pfxspCUO,pfxspCV,pfxO-Swing%,pfxZ-Swing%,pfxSwing%,pfxO-Contact%,pfxZ-Contact%,pfxContact%,pfxZone%,pfxPace,AvgBatSpeed,FastSwing%,SwingLength,SquaredUpContact%,SquaredUpSwing%,BlastContact%,BlastSwing%,Swords,CompetitiveSwings,Tilt,AttackAngle,AttackDirection,IdealAttackAngle%,DepthInBox,DistanceOffPlate,scH-Swing%,scH-Contact%,scH-Zone%,scS-Swing%,scS-Contact%,scS-Zone%,scC-Swing%,scC-Contact%,scC-Zone%,scW-Swing%,scW-Contact%,scW-Zone%,scSI-Swing%,scSI-Contact%,scSI-Zone%,scSO-Swing%,scSO-Contact%,scSO-Zone%,scO-Swing%,scO-Contact%,scO-Zone%,scZ-Swing%,scZ-Contact%,scZ-Zone%,piCH%,piCS%,piCU%,piFA%,piFC%,piFS%,piKN%,piSB%,piSI%,piSL%,piXX%,pivCH,pivCS,pivCU,pivFA,pivFC,pivFS,pivKN,pivSB,pivSI,pivSL,pivXX,piCH-X,piCS-X,piCU-X,piFA-X,piFC-X,piFS-X,piKN-X,piSB-X,piSI-X,piSL-X,piXX-X,piCH-Z,piCS-Z,piCU-Z,piFA-Z,piFC-Z,piFS-Z,piKN-Z,piSB-Z,piSI-Z,piSL-Z,piXX-Z,piwCH,piwCS,piwCU,piwFA,piwFC,piwFS,piwKN,piwSB,piwSI,piwSL,piwXX,piwCH/C,piwCS/C,piwCU/C,piwFA/C,piwFC/C,piwFS/C,piwKN/C,piwSB/C,piwSI/C,piwSL/C,piwXX/C,piO-Swing%,piZ-Swing%,piSwing%,piO-Contact%,piZ-Contact%,piContact%,piZone%,piPace,Events,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Q,TG,TPA,PlayerNameRoute,PlayerName,positionDB,position,playerid,TeamName,TeamNameAbb,teamid,playerTeamId,Pos,EV90
R,123784,Honus Wagner,PIT,1906,32.0,32 - 32,1906,1906,142.0,516.0,590.0,175.0,126.0,38.0,9.0,2.0,103.0,71.0,58.0,,,10.0,,6.0,,53.0,,0.339147286,,,,,,,,,,,0.098305084,,,0.41609589,0.459302325,0.875398215,0.120155039,,,,,,,,,,,0.424057881513687,45.314078468017925,103.70470127754723,41.18337555521046,10.0,16.146117616444826,8.38888931274414,2.1782490564510226,,18.38888931274414,46.67191675596749,83.38517274160748,9.608470618821928,9.608470618821928,,5.488541200757027,7.535372933389162,165.89981874180197,5.488541200757027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.227165731411,126.14206847805293,,130.24080559509764,142.6593033949641,173.40678026016596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.83116883,154.0,590.0,Honus Wagner,Honus Wagner,SS,SS,1013485,PIT,PIT,27,,0.0,
R,117414,Nap Lajoie,CLE,1906,31.0,31 - 31,1906,1906,152.0,602.0,655.0,214.0,157.0,48.0,9.0,0.0,88.0,91.0,30.0,,,6.0,,17.0,,20.0,,0.355481727,,,,,,,,,,,0.045801526,,,0.391849529,0.465116279,0.856965808,0.109634552,,,,,,,,,,,0.41301013692793054,45.58496224255336,110.40845027686133,42.86789114148391,20.0,17.92492718435824,0.895061731338501,2.6934860413894057,,20.8950617313385,41.78277997047675,83.2962549275629,9.424986962202144,9.424986962202144,,-1.0851111710071564,5.742839085100095,162.8769575507792,-1.0851111710071564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.93054392464833,71.14363952873009,,125.74218707099263,141.9767172435116,152.84271697437987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.17197452,157.0,655.0,Nap Lajoie,Nap Lajoie,2B,2B,1007259,CLE,CLE,5,,0.0,
L,122825,George Stone,SLB,1906,29.0,29 - 29,1906,1906,154.0,581.0,658.0,208.0,157.0,25.0,20.0,6.0,91.0,71.0,52.0,,,7.0,,18.0,,35.0,,0.358003442,,,,,,,,,,,0.079027355,,,0.4171875,0.500860585,0.918048085,0.142857143,,,,,,,,,,,0.4413513737730682,57.96108495804869,123.0814744642695,56.508391287060604,6.0,18.007026087492704,-7.60493803024292,2.705822618678212,,-1.60493803024292,57.81728244933687,76.92519312526487,8.91990194126699,8.91990194126699,,1.308891162276268,6.770060475169386,182.50642130192824,1.308891162276268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.91608891884417,122.7534134349363,,133.87299150914572,152.8876645811075,199.15869109692272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.27272727,154.0,658.0,George Stone,George Stone,OF,OF,1012564,SLB,SLB,2,,0.0,
R,123517,Terry Turner,CLE,1906,25.0,25 - 25,1906,1906,147.0,584.0,643.0,170.0,134.0,27.0,7.0,2.0,85.0,62.0,35.0,,,6.0,,18.0,,27.0,,0.29109589,,,,,,,,,,,0.054432348,,,0.3376,0.371575342,0.709175342,0.080479452,,,,,,,,,,,0.34583009481430055,16.565853906005792,80.20173605266231,13.898561206787996,34.0,17.59653157182038,9.074073791503906,2.64413973223418,,43.074073791503906,14.68770913514512,78.00245423070359,8.561721642801313,8.561721642801313,,0.7891479283571243,6.166498830958684,120.76632138701468,0.7891479283571243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.76705822049075,84.54991968639631,,108.33383534618748,113.423351638473,112.19727613142607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.0955414,157.0,643.0,Terry Turner,Terry Turner,3B/SS,3B/SS,1013233,CLE,CLE,5,,0.0,
R,113312,Art Devlin,NYG,1906,26.0,26 - 26,1906,1906,148.0,498.0,591.0,149.0,116.0,23.0,8.0,2.0,76.0,65.0,74.0,,,6.0,,13.0,,54.0,,0.299196787,,,,,,,,,,,0.125211505,,,0.396193771,0.389558232,0.785752003,0.090361445,,,,,,,,,,,0.3863828567897572,30.863349430879875,89.35293939771346,26.386781097075268,15.0,16.173483917489648,4.567901134490967,2.1819410040043294,,19.567901134490967,32.02262684764557,69.94595290363051,7.9454521740997075,7.9454521740997075,,5.635845750570297,6.880025644899311,142.15151851462983,5.635845750570297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.41562168642763,160.66756260490115,,124.01130880384237,120.99678791935969,130.408906422194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.88815789,152.0,591.0,Art Devlin,Art Devlin,3B,3B,1003248,NYG,NYG,30,,0.0,
R,112183,Frank Chance,CHC,1906,29.0,29 - 29,1906,1906,136.0,474.0,574.0,151.0,114.0,24.0,10.0,3.0,103.0,71.0,70.0,,,12.0,,18.0,,57.0,,0.3185654,,,,,,,,,,,0.121951219,,,0.419064748,0.430379746,0.849444494,0.111814346,,,,,,,,,,,0.4148307061023849,40.62955817374963,97.43670646641036,36.33016466889161,11.0,15.708256799727678,-4.197530746459961,2.1191778955981135,,6.802469253540039,42.566010428402606,67.19591437726844,7.692079295335205,7.692079295335205,,6.235845759510994,7.963286662439116,159.75438285884786,6.235845759510994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.08130009359189,156.48406361241734,,131.17007807028946,133.675950278853,161.36955959671542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.72727273,154.0,574.0,Frank Chance,Frank Chance,1B,1B,1002131,CHC,CHC,17,,0.0,
R,122729,Harry Steinfeldt,CHC,1906,28.0,28 - 28,1906,1906,151.0,539.0,625.0,176.0,136.0,27.0,10.0,3.0,81.0,83.0,47.0,,,14.0,,25.0,,29.0,,0.326530612,,,,,,,,,,,0.0752,,,0.395,0.430426716,0.825426716,0.103896104,,,,,,,,,,,0.40160165578126905,38.844898162539366,100.69937147771873,34.163502795751455,6.0,17.103938153013587,4.629629611968994,2.3074672208167613,,10.629629611968994,34.773000745232466,64.81403573103181,7.499198838812188,7.499198838812188,,0.6094979494810104,6.330098658559345,151.60558038846753,0.6094979494810104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.23375884925423,96.49433339123723,,123.63765047057677,133.69053916098085,149.94201679894047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.05844156,154.0,625.0,Harry Steinfeldt,Harry Steinfeldt,3B,3B,1012466,CHC,CHC,17,,0.0,
L,114241,Elmer Flick,CLE,1906,30.0,30 - 30,1906,1906,157.0,624.0,700.0,194.0,137.0,34.0,22.0,1.0,98.0,62.0,54.0,,,7.0,,15.0,,39.0,,0.310897435,,,,,,,,,,,0.077142857,,,0.372262773,0.440705128,0.812967901,0.129807693,,,,,,,,,,,0.39246989523407316,39.33563939874507,108.61264951174594,36.43189929073192,2.0,19.156410731375217,-5.266247272491455,2.8785347007215023,,-3.266247272491455,39.01504954343177,57.78374770303704,6.743729954826437,6.743729954826437,,2.583150252699852,7.332815508315392,150.00166576065504,2.583150252699852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50596350998373,119.82621737590952,,119.45691337588022,134.5252148136952,180.9663114443719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4.45859873,157.0,700.0,Elmer Flick,Elmer Flick,OF,OF,1004158,CLE,CLE,5,,0.0,
L,118000,Harry Lumley,BRO,1906,25.0,25 - 25,1906,1906,133.0,484.0,554.0,157.0,113.0,23.0,12.0,9.0,72.0,61.0,48.0,,,1.0,,21.0,,35.0,,0.324380165,,,,,,,,,,,0.086642599,,,0.386491557,0.477272727,0.863764284,0.152892562,,,,,,,,,,,0.41676266007754414,39.91221877426322,94.74002392083821,38.58778468758281,3.0,15.160930778831244,-6.469135761260986,2.045338944531977,,-3.4691357612609863,41.319453085367044,55.05658704746928,6.40651420951427,6.40651420951427,,2.731668397784233,6.963878191414073,165.75887478619705,2.731668397784233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.3826584047541,111.1771254493255,,120.97445071948101,148.24091030506946,220.6533086152783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.62091503,153.0,554.0,Harry Lumley,Harry Lumley,OF,OF,1007830,BRO,BRO,22,,0.0,
B,113106,George Davis,CHW,1906,35.0,35 - 35,1906,1906,133.0,484.0,541.0,134.0,102.0,26.0,6.0,0.0,63.0,80.0,41.0,,,4.0,,12.0,,27.0,,0.276859504,,,,,,,,,,,0.075785582,,,0.338374291,0.3553719,0.693746191,0.078512396,,,,,,,,,,,0.3399859212747368,11.875122194616843,65.4163542962361,11.848611859111834,16.0,14.805168865248561,7.962963104248047,2.224696104414761,,23.962963104248047,13.375496131806422,54.36832420571779,6.100808259746569,6.100808259746569,,1.5268842726945877,6.0385910172052055,121.04121954388371,1.5268842726945877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.20314677223435,117.7179582899272,,108.58230073038189,108.47725190583897,109.4549820462479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,3.51298701,154.0,541.0,George Davis,George Davis,SS,SS,1003049,CHW,CHW,4,,0.0,
